Facility ID,HAI_1_CILOWER,HAI_1_CIUPPER,HAI_1_DOPC,HAI_1_ELIGCASES,HAI_1_NUMERATOR,HAI_1_SIR_Score,HAI_2_CILOWER,HAI_2_CIUPPER,HAI_2_DOPC,HAI_2_ELIGCASES,HAI_2_NUMERATOR,HAI_2_SIR_Score,HAI_3_CILOWER,HAI_3_CIUPPER,HAI_3_DOPC,HAI_3_ELIGCASES,HAI_3_NUMERATOR,HAI_3_SIR_Score,HAI_4_CILOWER,HAI_4_CIUPPER,HAI_4_DOPC,HAI_4_ELIGCASES,HAI_4_NUMERATOR,HAI_4_SIR_Score,HAI_5_CILOWER,HAI_5_CIUPPER,HAI_5_DOPC,HAI_5_ELIGCASES,HAI_5_NUMERATOR,HAI_5_SIR_Score,HAI_6_CILOWER,HAI_6_CIUPPER,HAI_6_DOPC,HAI_6_ELIGCASES,HAI_6_NUMERATOR,HAI_6_SIR_Score,HAI_1_SIR_ComparedToNational,HAI_2_SIR_ComparedToNational,HAI_3_SIR_ComparedToNational,HAI_4_SIR_ComparedToNational,HAI_5_SIR_ComparedToNational,HAI_6_SIR_ComparedToNational,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Location,H_CLEAN_STAR_RATING,H_COMP_1_STAR_RATING,H_COMP_2_STAR_RATING,H_COMP_3_STAR_RATING,H_COMP_5_STAR_RATING,H_COMP_6_STAR_RATING,H_COMP_7_STAR_RATING,H_HSP_RATING_STAR_RATING,H_QUIET_STAR_RATING,H_RECMND_STAR_RATING,H_STAR_RATING,H_CLEAN_LINEAR_SCORE,H_COMP_1_LINEAR_SCORE,H_COMP_2_LINEAR_SCORE,H_COMP_3_LINEAR_SCORE,H_COMP_5_LINEAR_SCORE,H_COMP_6_LINEAR_SCORE,H_COMP_7_LINEAR_SCORE,H_HSP_RATING_LINEAR_SCORE,H_QUIET_LINEAR_SCORE,H_RECMND_LINEAR_SCORE,SEP_1,SEP_SH_3HR,SEP_SH_6HR,SEV_SEP_3HR,SEV_SEP_6HR
280111,,,704.0,0.423,0.0,,,,552.0,0.278,0.0,,,,13.0,0.333,0.0,,,,1.0,0.017,0.0,,,,7841.0,0.247,0.0,,0.019,1.835,7547.0,2.687,1.0,0.372,,,,,,No Different than National Benchmark,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS,NE,68601,PLATTE,(402) 564-7118,POINT (-97.3849 41.453273),4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,92.0,94.0,93.0,90.0,83.0,92.0,84.0,91.0,86.0,91.0,73.0,79.0,75.0,95.0,95.0
280125,0.033,3.234,1690.0,1.525,1.0,0.656,,1.729,1713.0,1.733,0.0,0.0,0.04,3.92,52.0,1.258,1.0,0.795,,,9.0,0.065,0.0,,,,19779.0,0.802,0.0,,0.062,1.23,18371.0,5.37,2.0,0.372,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,No Different than National Benchmark,FAITH REGIONAL HEALTH SERVICES,2700 WEST NORFOLK AVE,NORFOLK,NE,68701,MADISON,(402) 371-4880,POINT (-97.450942 42.032526000000004),3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,90.0,93.0,92.0,88.0,79.0,88.0,82.0,90.0,87.0,87.0,51.0,78.0,30.0,86.0,76.0
280128,,,,,,,,,,,,,,,,,,,,,,,,,,,6054.0,0.133,0.0,,0.881,6.691,6054.0,1.442,4.0,2.774,,,,,,No Different than National Benchmark,CHI HEALTH NEBRASKA HEART,7500 SOUTH 91ST ST,LINCOLN,NE,68526,LANCASTER,(402) 327-2700,POINT (-96.594607 40.735476),3.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,87.0,93.0,91.0,92.0,79.0,86.0,83.0,91.0,81.0,91.0,,,,,
280130,0.025,2.45,2513.0,2.013,1.0,0.497,0.304,3.252,3172.0,2.511,3.0,1.195,,1.569,75.0,1.909,0.0,0.0,,,39.0,0.315,0.0,,0.224,4.423,26423.0,1.494,2.0,1.339,0.124,0.563,26423.0,24.603,7.0,0.285,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,Better than the National Benchmark,CHI HEALTH LAKESIDE,16901 LAKESIDE HILLS CT,OMAHA,NE,68130,DOUGLAS,(402) 717-8167,POINT (-96.180532 41.23904000000001),2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,86.0,92.0,93.0,84.0,78.0,86.0,82.0,89.0,85.0,88.0,69.0,87.0,56.0,86.0,93.0
280132,,1.876,2039.0,1.597,0.0,0.0,,1.848,2195.0,1.621,0.0,0.0,,,30.0,0.753,2.0,,,,34.0,0.253,0.0,,,,18768.0,0.811,0.0,,0.351,1.434,17909.0,10.593,8.0,0.755,No Different than National Benchmark,No Different than National Benchmark,,,,No Different than National Benchmark,BELLEVUE MEDICAL CENTER,2500 BELLEVUE MEDICAL CENTER DR,BELLEVUE,NE,68123,SARPY,(402) 763-3600,POINT (-95.94586 41.13639),4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,92.0,94.0,93.0,88.0,82.0,87.0,84.0,92.0,88.0,93.0,49.0,79.0,55.0,79.0,83.0
280134,,,534.0,0.401,0.0,,,,622.0,0.638,1.0,,,,35.0,0.93,1.0,,,,72.0,0.61,0.0,,,,19154.0,0.581,0.0,,0.617,1.776,17283.0,12.911,14.0,1.084,,,,,,No Different than National Benchmark,KEARNEY REGIONAL MEDICAL CENTER,804 22ND AVENUE,KEARNEY,NE,68845,BUFFALO,(308) 455-3600,POINT (-99.0931 40.6975),3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,90.0,91.0,91.0,86.0,77.0,89.0,83.0,91.0,84.0,92.0,49.0,66.0,,84.0,84.0
281329,,,454.0,0.123,0.0,,,,446.0,0.291,0.0,,,,,,,,,,,,,,,,3618.0,0.076,0.0,,0.274,5.407,3438.0,1.222,2.0,1.637,,,,,,No Different than National Benchmark,AVERA ST ANTHONY'S HOSPITAL,300 NORTH 2ND ST,O' NEILL,NE,68763,HOLT,(402) 336-5131,POINT (-98.651118 42.460338),4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,94.0,94.0,96.0,86.0,85.0,89.0,86.0,92.0,89.0,92.0,,,,,
281362,,,320.0,0.088,0.0,,,2.714,452.0,1.104,0.0,0.0,,,,,,,,,,,,,,,3381.0,0.07,0.0,,,,3010.0,0.665,0.0,,,No Different than National Benchmark,,,,,PHELPS MEMORIAL HEALTH CENTER,1215 TIBBALS ST,HOLDREGE,NE,68949,PHELPS,(308) 995-2211,POINT (-99.382005 40.447655),4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,92.0,95.0,94.0,90.0,85.0,93.0,85.0,93.0,94.0,95.0,,,,,
281363,,,238.0,0.065,0.0,,,,596.0,0.389,0.0,,,,7.0,0.261,1.0,,,,,,,,,,3288.0,0.069,0.0,,0.048,4.684,3046.0,1.053,1.0,0.95,,,,,,No Different than National Benchmark,COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",MCCOOK,NE,69001,RED WILLOW,(308) 344-2650,,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,95.0,93.0,94.0,90.0,83.0,92.0,85.0,90.0,85.0,89.0,,,,,
281364,,,409.0,0.111,0.0,,,,257.0,0.168,0.0,,,,,,,,,,,,,,,,3315.0,0.069,0.0,,1.178,8.942,2877.0,1.079,4.0,3.707,,,,,,Worse than the National Benchmark,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC","P O BOX 278, 4800 HOSPITAL PARKWAY",BEATRICE,NE,68310,GAGE,(402) 228-3344,,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,94.0,95.0,94.0,91.0,80.0,90.0,83.0,92.0,88.0,91.0,87.0,97.0,,97.0,92.0
283301,0.32,1.309,9258.0,11.602,8.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Different than National Benchmark,,,,,,CHILDREN'S HOSPITAL & MEDICAL CENTER,8200 DODGE ST,OMAHA,NE,68114,DOUGLAS,(402) 955-5400,POINT (-96.040868 41.259681),,,,,,,,,,,,,,,,,,,,,,,,,,
290001,0.243,0.761,23726.0,26.793,12.0,0.448,0.251,0.675,22637.0,37.679,16.0,0.425,1.081,2.818,360.0,9.463,17.0,1.796,0.034,3.36,176.0,1.468,1.0,0.681,0.227,0.929,202439.0,16.348,8.0,0.489,0.198,0.385,182997.0,125.052,35.0,0.28,Better than the National Benchmark,Better than the National Benchmark,Worse than the National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,89502,WASHOE,(775) 982-4100,POINT (-119.79672100000002 39.524747000000005),3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,89.0,91.0,90.0,82.0,76.0,87.0,81.0,88.0,72.0,89.0,66.0,91.0,74.0,85.0,80.0
290003,0.191,0.599,35001.0,34.03,12.0,0.353,0.492,1.247,19691.0,22.365,18.0,0.805,0.086,1.689,141.0,3.912,2.0,0.511,0.019,1.874,292.0,2.632,1.0,0.38,0.656,2.169,179334.0,8.813,11.0,1.248,0.345,0.62,150295.0,96.21,45.0,0.468,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,SUNRISE HOSPITAL AND MEDICAL CENTER,3186 S MARYLAND PKWY,LAS VEGAS,NV,89109,CLARK,(702) 731-8000,POINT (-115.136883 36.134586),2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,84.0,85.0,84.0,78.0,71.0,78.0,74.0,82.0,76.0,80.0,51.0,81.0,,82.0,75.0
290005,0.014,1.411,5053.0,3.495,1.0,0.286,0.261,2.796,4155.0,2.92,3.0,1.027,,,17.0,0.475,0.0,,,,3.0,0.027,0.0,,,,22349.0,0.891,1.0,,0.688,1.792,22349.0,14.881,17.0,1.142,No Different than National Benchmark,No Different than National Benchmark,,,,No Different than National Benchmark,NORTH VISTA HOSPITAL,1409 EAST LAKE MEAD BLVD,NORTH LAS VEGAS,NV,89030,CLARK,(702) 657-5504,POINT (-115.12298599999998 36.195739),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,84.0,86.0,88.0,82.0,75.0,82.0,78.0,83.0,76.0,81.0,83.0,96.0,100.0,88.0,98.0
290007,0.492,1.139,21897.0,28.755,22.0,0.765,0.79,1.551,17190.0,30.289,34.0,1.123,1.347,3.416,253.0,8.167,18.0,2.204,0.615,6.579,139.0,1.241,3.0,2.417,0.958,2.758,145421.0,8.315,14.0,1.684,0.918,1.346,134392.0,94.058,105.0,1.116,No Different than National Benchmark,No Different than National Benchmark,Worse than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,UNIVERSITY MEDICAL CENTER,1800 W CHARLESTON BLVD,LAS VEGAS,NV,89102,CLARK,(702) 383-2000,POINT (-115.16594500000001 36.158941),1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,81.0,88.0,87.0,80.0,72.0,81.0,77.0,83.0,75.0,82.0,64.0,86.0,76.0,84.0,92.0
290008,,,106.0,0.084,0.0,,,,810.0,0.594,0.0,,,,5.0,0.122,0.0,,,,6.0,0.061,0.0,,,,4318.0,0.206,0.0,,0.187,1.997,4318.0,4.088,3.0,0.734,,,,,,No Different than National Benchmark,NORTHEASTERN NEVADA REGIONAL HOSPITAL,2001 ERRECART BLVD,ELKO,NV,89801,ELKO,(775) 738-5151,POINT (-115.72902600000002 40.822508),3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,88.0,89.0,88.0,85.0,77.0,81.0,77.0,81.0,84.0,77.0,50.0,78.0,,75.0,96.0
290009,0.322,2.443,3730.0,3.949,4.0,1.013,0.055,1.079,4880.0,6.123,2.0,0.327,,0.947,127.0,3.165,0.0,0.0,,,104.0,0.798,0.0,,0.226,2.421,56561.0,3.372,3.0,0.89,0.233,0.577,52299.0,50.508,19.0,0.376,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,,No Different than National Benchmark,Better than the National Benchmark,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,RENO,NV,89503,WASHOE,(775) 770-3000,POINT (-119.818243 39.531619),2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,86.0,89.0,87.0,83.0,76.0,87.0,80.0,87.0,74.0,88.0,87.0,92.0,93.0,95.0,99.0
290012,,,492.0,0.341,0.0,,,,348.0,0.253,0.0,,,,,,,,,,,,,,,,2133.0,0.083,0.0,,,1.143,1929.0,2.62,0.0,0.0,,,,,,No Different than National Benchmark,SAINT ROSE DOMINICAN HOSPITALS - ROSE DE LIMA,102 E LAKE MEAD DR,HENDERSON,NV,89015,CLARK,(702) 616-5000,POINT (-114.983192 36.038829),,,,,,,,,,,,,,,,,,,,,,77.0,98.0,,86.0,92.0
290019,0.723,4.374,3625.0,2.534,5.0,1.973,0.28,2.126,6425.0,4.538,4.0,0.881,0.298,3.189,97.0,2.56,3.0,1.172,,,1.0,0.011,0.0,,0.42,4.489,39938.0,1.819,3.0,1.649,0.701,1.362,38363.0,35.336,35.0,0.99,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,No Different than National Benchmark,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY,CARSON CITY,NV,89703,CARSON CITY,(775) 445-8000,POINT (-119.781729 39.201899),3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,88.0,90.0,90.0,85.0,79.0,90.0,83.0,89.0,78.0,90.0,66.0,87.0,69.0,81.0,94.0
290021,0.773,1.959,13599.0,14.239,18.0,1.264,0.175,0.897,9800.0,13.919,6.0,0.431,1.386,3.846,244.0,6.289,15.0,2.385,0.775,3.977,360.0,3.138,6.0,1.912,0.533,2.006,87039.0,8.234,9.0,1.093,0.246,0.57,87039.0,57.515,22.0,0.383,No Different than National Benchmark,Better than the National Benchmark,Worse than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,LAS VEGAS,NV,89106,CLARK,(702) 388-4000,POINT (-115.16546300000002 36.163914000000005),1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,82.0,88.0,86.0,83.0,75.0,83.0,79.0,85.0,75.0,85.0,46.0,75.0,67.0,73.0,85.0
290022,0.952,2.641,10493.0,9.159,15.0,1.638,0.149,1.129,8904.0,8.543,4.0,0.468,0.111,2.186,112.0,3.023,2.0,0.662,,,,,,,0.407,2.462,66436.0,4.501,5.0,1.111,0.184,0.529,66436.0,43.316,14.0,0.323,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,Better than the National Benchmark,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,LAS VEGAS,NV,89119,CLARK,(702) 369-7600,POINT (-115.125548 36.114561),2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,84.0,89.0,85.0,84.0,73.0,83.0,79.0,86.0,77.0,85.0,43.0,82.0,,63.0,81.0
290032,,,504.0,0.328,0.0,,,,839.0,0.549,0.0,,,,15.0,0.464,0.0,,,,9.0,0.066,0.0,,,,15537.0,0.568,0.0,,0.086,1.7,15537.0,3.887,2.0,0.515,,,,,,No Different than National Benchmark,NORTHERN NEVADA MEDICAL CENTER,2375 E PRATER WAY,SPARKS,NV,89434,WASHOE,(775) 331-7000,POINT (-119.69797400000002 39.542488),3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,87.0,90.0,89.0,88.0,78.0,87.0,83.0,90.0,79.0,92.0,66.0,91.0,,78.0,91.0
290039,0.091,0.69,14597.0,13.976,4.0,0.286,,0.175,13923.0,17.155,0.0,0.0,0.055,1.092,232.0,6.051,2.0,0.331,,1.253,279.0,2.391,0.0,0.0,0.11,1.18,115192.0,6.922,3.0,0.433,0.201,0.485,105364.0,62.565,20.0,0.32,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,MOUNTAINVIEW HOSPITAL,3100 N TENAYA WAY,LAS VEGAS,NV,89128,CLARK,(702) 255-5065,POINT (-115.250795 36.2156),2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,85.0,90.0,86.0,85.0,75.0,83.0,79.0,87.0,79.0,87.0,67.0,89.0,70.0,85.0,94.0
290041,0.264,0.928,19766.0,19.214,10.0,0.52,0.111,0.843,12050.0,11.452,4.0,0.349,0.76,3.438,161.0,4.028,7.0,1.738,0.084,1.659,451.0,3.984,2.0,0.502,0.463,2.092,122690.0,6.618,7.0,1.058,0.489,0.852,100186.0,76.743,50.0,0.652,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,SUMMERLIN HOSPITAL MEDICAL CENTER,657 TOWN CENTER DRIVE,LAS VEGAS,NV,89144,CLARK,(702) 233-7500,POINT (-115.31577599999999 36.179638),2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,84.0,88.0,86.0,81.0,73.0,83.0,79.0,85.0,80.0,85.0,31.0,75.0,57.0,57.0,73.0
290045,0.464,1.336,20040.0,17.168,14.0,0.815,0.599,1.607,18079.0,15.824,16.0,1.011,1.321,4.367,178.0,4.378,11.0,2.513,0.028,2.78,233.0,1.774,1.0,0.564,0.231,1.751,94243.0,5.51,4.0,0.726,0.614,1.065,86277.0,62.467,51.0,0.816,No Different than National Benchmark,No Different than National Benchmark,Worse than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,NV,89052,CLARK,(702) 616-5000,,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,86.0,89.0,88.0,81.0,77.0,86.0,80.0,88.0,81.0,88.0,60.0,90.0,60.0,75.0,95.0
290046,0.221,1.0,15178.0,13.847,7.0,0.506,0.493,1.629,12120.0,11.737,11.0,0.937,0.273,2.074,168.0,4.653,4.0,0.86,,,87.0,0.803,0.0,,0.927,3.487,83199.0,4.737,9.0,1.9,0.18,0.498,76828.0,48.55,15.0,0.309,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,Better than the National Benchmark,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,89118,CLARK,(702) 853-3000,POINT (-115.24288200000001 36.089714),2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,84.0,88.0,86.0,83.0,73.0,84.0,78.0,85.0,77.0,85.0,53.0,83.0,46.0,78.0,86.0
290047,0.476,2.882,3871.0,3.846,5.0,1.3,0.441,2.669,3730.0,4.153,5.0,1.204,0.374,2.836,132.0,3.402,4.0,1.176,,,17.0,0.125,0.0,,0.189,3.723,40111.0,1.775,2.0,1.127,0.102,0.62,37955.0,17.885,5.0,0.28,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,Better than the National Benchmark,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET RD,LAS VEGAS,NV,89148,CLARK,(702) 880-2100,POINT (-115.29551199999999 36.070256),3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,89.0,89.0,86.0,83.0,75.0,84.0,80.0,88.0,83.0,89.0,71.0,92.0,85.0,84.0,96.0
290049,,,1382.0,0.854,1.0,,,,1798.0,0.954,0.0,,,,24.0,0.609,2.0,,,,,,,,,,17426.0,0.613,0.0,,0.045,0.895,17426.0,7.383,2.0,0.271,,,,,,Better than the National Benchmark,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,RENO,NV,89521,WASHOE,(775) 982-7063,POINT (-119.75839299999998 39.435894),3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,87.0,92.0,91.0,85.0,78.0,83.0,81.0,87.0,79.0,89.0,59.0,89.0,,78.0,82.0
290053,0.198,2.123,5415.0,3.846,3.0,0.78,0.311,3.331,3422.0,2.451,3.0,1.224,0.127,2.509,98.0,2.634,2.0,0.759,,,31.0,0.253,0.0,,,,31257.0,0.992,3.0,,0.351,0.974,30231.0,24.843,15.0,0.604,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,Better than the National Benchmark,SAINT ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,LAS VEGAS,NV,89113,CLARK,(702) 492-8509,POINT (-115.271323 36.055545),3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,90.0,91.0,89.0,84.0,79.0,85.0,81.0,90.0,81.0,90.0,63.0,91.0,57.0,78.0,97.0
290054,0.526,1.978,9229.0,8.35,9.0,1.078,0.009,0.866,5975.0,5.694,1.0,0.176,0.215,2.304,125.0,3.544,3.0,0.847,,,96.0,0.878,0.0,,0.759,3.432,84304.0,4.034,7.0,1.735,0.237,0.602,75043.0,46.349,18.0,0.388,No Different than National Benchmark,Better than the National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,Better than the National Benchmark,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,89149,CLARK,(702) 835-9700,POINT (-115.28773000000001 36.286014),2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,84.0,87.0,87.0,80.0,75.0,85.0,79.0,86.0,81.0,86.0,50.0,84.0,55.0,72.0,84.0
290056,0.037,3.683,2056.0,1.339,1.0,0.747,1.042,7.909,1682.0,1.22,4.0,3.279,,,,,,,,,,,,,,,7219.0,0.168,0.0,,0.031,3.046,7219.0,1.619,1.0,0.618,No Different than National Benchmark,Worse than the National Benchmark,,,,No Different than National Benchmark,ORTHOPEDIC SPECIALTY HOSPITAL OF NEVADA,8656 WEST PATRICK LANE,LAS VEGAS,NV,89148,CLARK,(702) 777-7100,POINT (-115.281036 36.077811),3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,90.0,91.0,85.0,86.0,66.0,78.0,75.0,89.0,84.0,83.0,,,,,
290057,0.308,1.862,7415.0,5.953,5.0,0.84,0.056,1.112,6892.0,5.941,2.0,0.337,,0.854,128.0,3.508,0.0,0.0,,2.861,136.0,1.047,0.0,0.0,0.119,2.337,56449.0,2.828,2.0,0.707,0.116,0.472,51949.0,32.157,8.0,0.249,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,HENDERSON HOSPITAL,1050 WEST GALLERIA DRIVE,HENDERSON,NV,89011,CLARK,(318) 290-4395,,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,88.0,89.0,88.0,84.0,78.0,87.0,82.0,88.0,83.0,90.0,39.0,78.0,27.0,62.0,84.0
291313,,,262.0,0.071,0.0,,,,843.0,0.551,0.0,,,,11.0,0.279,0.0,,,,6.0,0.049,0.0,,,,5721.0,0.12,0.0,,0.028,2.761,5266.0,1.786,1.0,0.56,,,,,,No Different than National Benchmark,BANNER CHURCHILL COMMUNITY HOSPITAL,801 EAST WILLIAMS AVENUE,FALLON,NV,89406,CHURCHILL,(775) 423-3151,POINT (-118.76517999999999 39.474876),4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,91.0,94.0,95.0,92.0,82.0,92.0,85.0,91.0,82.0,91.0,,,,,
300001,0.071,1.397,5600.0,4.731,2.0,0.423,0.243,1.468,8419.0,7.547,5.0,0.663,0.354,2.688,146.0,3.59,4.0,1.114,0.035,3.49,189.0,1.413,1.0,0.708,,1.142,65970.0,2.624,0.0,0.0,0.292,0.874,61877.0,24.788,13.0,0.524,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,CONCORD HOSPITAL,250 PLEASANT ST,CONCORD,NH,3301,MERRIMACK,(603) 225-2711,POINT (-71.562366 43.196329),3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,89.0,94.0,93.0,88.0,81.0,90.0,83.0,91.0,82.0,92.0,42.0,90.0,70.0,66.0,66.0
300003,0.41,1.101,21702.0,23.102,16.0,0.693,0.609,1.361,17595.0,25.833,24.0,0.929,0.319,1.306,430.0,11.631,8.0,0.688,0.116,2.284,340.0,2.893,2.0,0.691,0.325,1.331,120134.0,11.417,8.0,0.701,0.406,0.751,110289.0,73.34,41.0,0.559,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,NH,3756,GRAFTON,(603) 650-5000,POINT (-72.273746 43.67797),2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,86.0,92.0,92.0,88.0,79.0,90.0,83.0,90.0,71.0,92.0,25.0,50.0,,61.0,74.0
300005,,2.484,2021.0,1.206,0.0,0.0,0.015,1.479,5717.0,3.335,1.0,0.3,,2.603,51.0,1.151,0.0,0.0,,,9.0,0.065,0.0,,,,20526.0,0.843,0.0,,0.383,1.44,20526.0,11.47,9.0,0.785,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,No Different than National Benchmark,LAKES REGION GENERAL HOSPITAL,80 HIGHLAND ST,LACONIA,NH,3246,BELKNAP,(603) 524-3211,POINT (-71.460771 43.528103),1.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,81.0,92.0,92.0,86.0,78.0,89.0,80.0,86.0,82.0,84.0,,,,,
300011,0.188,3.704,2641.0,1.784,2.0,1.121,0.144,2.844,3437.0,2.323,2.0,0.861,0.164,3.23,85.0,2.046,2.0,0.978,,,28.0,0.195,0.0,,0.045,4.403,22456.0,1.12,1.0,0.893,0.442,1.387,21518.0,14.706,12.0,0.816,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,No Different than National Benchmark,No Different than National Benchmark,ST JOSEPH HOSPITAL,172 KINSLEY ST,NASHUA,NH,3060,HILLSBOROUGH,(603) 882-3000,POINT (-71.479886 42.750441),3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,87.0,92.0,90.0,84.0,75.0,89.0,80.0,88.0,82.0,87.0,71.0,89.0,,91.0,87.0
